Sentence,Sentiment,cleaned_text,encoded_sentiment,stematized_text,lemmatized_text
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",positive,in the first nine months of   the company s net loss narrowed to eur  from eur  m for the corresponding period of  ,1,in the first nine month of the compani s net loss narrow to eur from eur m for the correspond period of,in the first nine month of the company s net loss narrowed to eur from eur m for the corresponding period of
US dollar wipes out sales gains for SABMiller,negative,us dollar wipes out sales gains for sabmiller,0,us dollar wipe out sale gain for sabmil,u dollar wipe out sale gain for sabmiller
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,revenue grew by  percent to  xac  million   million  from  xac  million ,1,revenu grew by percent to xac million million from xac million,revenue grew by percent to xac million million from xac million
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",positive,seppala s revenue increased by   to eur  m in finland  revenue went down by   to eur  m  while sales abroad rose by   to eur  m sales increased in all the baltic countries as well as in russia and ukraine ,1,seppala s revenu increas by to eur m in finland revenu went down by to eur m while sale abroad rose by to eur m sale increas in all the baltic countri as well as in russia and ukrain,seppala s revenue increased by to eur m in finland revenue went down by to eur m while sale abroad rose by to eur m sale increased in all the baltic country a well a in russia and ukraine
$WX Decent pull back . .,negative,wx decent pull back  ,0,wx decent pull back,wx decent pull back
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,positive,covered my small mww short   for a  loss flat on the day all cash now,1,cover my small mww short for a loss flat on the day all cash now,covered my small mww short for a loss flat on the day all cash now
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,return on equity stood at   compared to   in the third quarter of  ,1,return on equiti stood at compar to in the third quarter of,return on equity stood at compared to in the third quarter of
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,the negotiation has resulted in the reduction of  people in regular employment  around half of which will be covered with pension arrangements ,0,the negoti ha result in the reduct of peopl in regular employ around half of which will be cover with pension arrang,the negotiation ha resulted in the reduction of people in regular employment around half of which will be covered with pension arrangement
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,negative,acom httpstkscogx downside breakout looks to be coming soon,0,acom httpstkscogx downsid breakout look to be come soon,acom httpstkscogx downside breakout look to be coming soon
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,finnish handling systems company cargotec oyj  hel  cgcbv  said today that it won a eur  million  usd  m  contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping ,1,finnish handl system compani cargotec oyj hel cgcbv said today that it won a eur million usd m contract to deliv macgregor hatch cover for ship order by norwegian shipown grieg ship,finnish handling system company cargotec oyj hel cgcbv said today that it won a eur million usd m contract to deliver macgregor hatch cover for ship ordered by norwegian shipowner grieg shipping
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",negative, users on vetr are bearish on tesla motors inc indicating a sell rating  stars for tsla httpstcovvpzqcxsnj,0,user on vetr are bearish on tesla motor inc indic a sell rate star for tsla httpstcovvpzqcxsnj,user on vetr are bearish on tesla motor inc indicating a sell rating star for tsla httpstcovvpzqcxsnj
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,the nokian tyre proves its high safety excellently in the important driving qualities stability with mark   handling  and braking on wet road with  ,1,the nokian tyre prove it high safeti excel in the import drive qualiti stabil with mark handl and brake on wet road with,the nokian tyre prof it high safety excellently in the important driving quality stability with mark handling and braking on wet road with
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,positive,ruukki signed the contract with norwegian company veidekke entreprenor as ,1,ruukki sign the contract with norwegian compani veidekk entreprenor as,ruukki signed the contract with norwegian company veidekke entreprenor a
$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,positive,googl is setting up above its day moving average httpstcottmrnfoxj,1,googl is set up abov it day move averag httpstcottmrnfoxj,googl is setting up above it day moving average httpstcottmrnfoxj
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,negative,operating cash flow after investments totalled eur  mn compared to eur  mn in the corresponding period in  ,0,oper cash flow after invest total eur mn compar to eur mn in the correspond period in,operating cash flow after investment totalled eur mn compared to eur mn in the corresponding period in
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,pharmaceuticals group orion corp reported a fall in its thirdquarter earnings that were hit by larger expenditures on rd and marketing ,0,pharmaceut group orion corp report a fall in it thirdquart earn that were hit by larger expenditur on rd and market,pharmaceutical group orion corp reported a fall in it thirdquarter earnings that were hit by larger expenditure on rd and marketing
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,positive,star analyst brianwieser from pivotal research upgraded rating on googl to buy brian has a  success rate httpstcotdneoh,1,star analyst brianwies from pivot research upgrad rate on googl to buy brian ha a success rate httpstcotdneoh,star analyst brianwieser from pivotal research upgraded rating on googl to buy brian ha a success rate httpstcotdneoh
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative,hobby hall s sales decrease  pct due to implementing a new information system that involved changing in the principal of posting sales ,0,hobbi hall s sale decreas pct due to implement a new inform system that involv chang in the princip of post sale,hobby hall s sale decrease pct due to implementing a new information system that involved changing in the principal of posting sale
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive, adp news   feb     finnish fishing tackle company rapala vmc corp  hel  rapv  said today its net profit rose to eur  million  usd  m  for  from eur  million for  ,1,adp news feb finnish fish tackl compani rapala vmc corp hel rapv said today it net profit rose to eur million usd m for from eur million for,adp news feb finnish fishing tackle company rapala vmc corp hel rapv said today it net profit rose to eur million usd m for from eur million for
$SPY c'mon bulls buy DIPS!,positive,spy cmon bulls buy dips,1,spi cmon bull buy dip,spy cmon bull buy dip
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,kesko agro eesti  the retailer and wholesaler of grain  agricultural and warehousing machinery and accessories  had net sales of  million euros in   an increase by onetenth over the preceding year ,1,kesko agro eesti the retail and wholesal of grain agricultur and wareh machineri and accessori had net sale of million euro in an increas by onetenth over the preced year,kesko agro eesti the retailer and wholesaler of grain agricultural and warehousing machinery and accessory had net sale of million euro in an increase by onetenth over the preceding year
$FB & $TSLA cracking lower early. $short #correction #stocks,negative,fb  tsla cracking lower early short correction stocks,0,fb tsla crack lower earli short correct stock,fb tsla cracking lower early short correction stock
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,operating profit was eur  mn  up from eur  mn ,1,oper profit wa eur mn up from eur mn,operating profit wa eur mn up from eur mn
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,finnish software developer done solutions oyj said its net profit increased to  mln euro    mln  in  from  mln euro    mln  in  ,1,finnish softwar develop done solut oyj said it net profit increas to mln euro mln in from mln euro mln in,finnish software developer done solution oyj said it net profit increased to mln euro mln in from mln euro mln in
"Britain's FTSE steadies, supported by Dixons Carphone",positive,britains ftse steadies supported by dixons carphone,1,britain ftse steadi support by dixon carphon,britain ftse steady supported by dixons carphone
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,adp news  nov     finnish printed circuit board pcb maker aspocomp group oyj omx  acgv said today that its net loss narrowed to eur  million usd  m in the first nine months of  from eur ,1,adp news nov finnish print circuit board pcb maker aspocomp group oyj omx acgv said today that it net loss narrow to eur million usd m in the first nine month of from eur,adp news nov finnish printed circuit board pcb maker aspocomp group oyj omx acgv said today that it net loss narrowed to eur million usd m in the first nine month of from eur
Finnish media group Talentum has issued a profit warning .,negative,finnish media group talentum has issued a profit warning ,0,finnish media group talentum ha issu a profit warn,finnish medium group talentum ha issued a profit warning
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",negative,ftse  drops  pct on glencore metals price fears,0,ftse drop pct on glencor metal price fear,ftse drop pct on glencore metal price fear
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,the acquisition is part of ramirent s strategy to strengthen its position in selected locations ,1,the acquisit is part of ramir s strategi to strengthen it posit in select locat,the acquisition is part of ramirent s strategy to strengthen it position in selected location
$SBUX getting sold here.,negative,sbux getting sold here,0,sbux get sold here,sbux getting sold here
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,with this acquisition panostaja oyj further expands its business area specialising in digital printing ,1,with thi acquisit panostaja oyj further expand it busi area specialis in digit print,with this acquisition panostaja oyj further expands it business area specialising in digital printing
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,via the move  the company aims annual savings of some eurm  the main part of which are expected to be realized this year ,1,via the move the compani aim annual save of some eurm the main part of which are expect to be realiz thi year,via the move the company aim annual saving of some eurm the main part of which are expected to be realized this year
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive, this is a significant milestone for benefon  helping us to secure critical usp s for our personal navigation product roadmap for  and beyond   commented simon button  chief technology officer at benefon ,1,thi is a signific mileston for benefon help us to secur critic usp s for our person navig product roadmap for and beyond comment simon button chief technolog offic at benefon,this is a significant milestone for benefon helping u to secure critical usp s for our personal navigation product roadmap for and beyond commented simon button chief technology officer at benefon
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative,kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan  and the saltonstall state office building on jan  ,0,kone said in court paper that the union action delay repair to elev at the feder courthous on jan and the saltonstal state offic build on jan,kone said in court paper that the union action delayed repair to elevator at the federal courthouse on jan and the saltonstall state office building on jan
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,the concept enables a commercially affordable way to manufacture highquality tco coated glass for the solar industry ,1,the concept enabl a commerci afford way to manufactur highqual tco coat glass for the solar industri,the concept enables a commercially affordable way to manufacture highquality tco coated glass for the solar industry
Performance in the second half of 2009 exceeded expectations .,positive,performance in the second half of  exceeded expectations ,1,perform in the second half of exceed expect,performance in the second half of exceeded expectation
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,positive,es_f nice little cupandhandle shaping up on the minute endofday spy spx favours a good day for the index will we see a gap open,1,es_f nice littl cupandhandl shape up on the minut endofday spi spx favour a good day for the index will we see a gap open,es_f nice little cupandhandle shaping up on the minute endofday spy spx favour a good day for the index will we see a gap open
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative,amazon has been selling surveillance cameras infected with malware amzn amazon  httpstcotohleqfk httpstcoprcbtvvy,0,amazon ha been sell surveil camera infect with malwar amzn amazon httpstcotohleqfk httpstcoprcbtvvi,amazon ha been selling surveillance camera infected with malware amzn amazon httpstcotohleqfk httpstcoprcbtvvy
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative,net sales dropped by   yearonyear to eur  million ,0,net sale drop by yearonyear to eur million,net sale dropped by yearonyear to eur million
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,finnish textiles and clothing group marimekko oyj posted a net profit of  mln euro   mln for   compared to  mln euro   mln for  ,0,finnish textil and cloth group marimekko oyj post a net profit of mln euro mln for compar to mln euro mln for,finnish textile and clothing group marimekko oyj posted a net profit of mln euro mln for compared to mln euro mln for
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive,a january    ephc board of directors has approved an increase in the quarterly dividend from   to   per share ,1,a januari ephc board of director ha approv an increas in the quarterli dividend from to per share,a january ephc board of director ha approved an increase in the quarterly dividend from to per share
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,iwm relative weakness is pretty apparent but the short boat is getting full on this one i prefer the boat closer to empty,0,iwm rel weak is pretti appar but the short boat is get full on thi one i prefer the boat closer to empti,iwm relative weakness is pretty apparent but the short boat is getting full on this one i prefer the boat closer to empty
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive, the second quarter of  was the firstquarter with growth in net sales since the third quarter of   said magnus rosen  ramirent ceo ,1,the second quarter of wa the firstquart with growth in net sale sinc the third quarter of said magnu rosen ramir ceo,the second quarter of wa the firstquarter with growth in net sale since the third quarter of said magnus rosen ramirent ceo
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive,in the third quarter of   net sales increased by   to eur  mn  and operating profit by   to eur  mn ,1,in the third quarter of net sale increas by to eur mn and oper profit by to eur mn,in the third quarter of net sale increased by to eur mn and operating profit by to eur mn
bot $AMZN 600 weekly calls here @ 5.93,positive,bot amzn  weekly calls here  ,1,bot amzn weekli call here,bot amzn weekly call here
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,vaisala s net profit for the third quarter of  dropped to  mln euro    mln  from  mln euro    mln  for the same period of  ,0,vaisala s net profit for the third quarter of drop to mln euro mln from mln euro mln for the same period of,vaisala s net profit for the third quarter of dropped to mln euro mln from mln euro mln for the same period of
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative,finnish suominen corporation that makes wipes  nonwovens  and flexible packaging  expects changes in the market situation to reduce sales of suominen s nonwovens and wet wipes from the previously estimated volumes ,0,finnish suominen corpor that make wipe nonwoven and flexibl packag expect chang in the market situat to reduc sale of suominen s nonwoven and wet wipe from the previous estim volum,finnish suominen corporation that make wipe nonwovens and flexible packaging expects change in the market situation to reduce sale of suominen s nonwovens and wet wipe from the previously estimated volume
$BBRY Ready for Take OFF!,positive,bbry ready for take off,1,bbri readi for take off,bbry ready for take off
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",negative,nine banks including barclays citi agree to pay  billion to settle forex ,0,nine bank includ barclay citi agre to pay billion to settl forex,nine bank including barclays citi agree to pay billion to settle forex
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,diluted earnings per share  eps  declined to eur  from eur  ,0,dilut earn per share ep declin to eur from eur,diluted earnings per share eps declined to eur from eur
Amazon's grocery deal with Morrisons is only the beginning,positive,amazons grocery deal with morrisons is only the beginning,1,amazon groceri deal with morrison is onli the begin,amazon grocery deal with morrison is only the beginning
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,net sales decreased to eur  mn from eur  mn in the corresponding period in  ,0,net sale decreas to eur mn from eur mn in the correspond period in,net sale decreased to eur mn from eur mn in the corresponding period in
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,teva fda approves generic version of astrazeneca heartburn drug,1,teva fda approv gener version of astrazeneca heartburn drug,teva fda approves generic version of astrazeneca heartburn drug
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,the lithuanian beer market made up  million liters in january  a rise of  percent from the yearearlier figure  the lithuanian brewers  association reporting citing the results from its members ,1,the lithuanian beer market made up million liter in januari a rise of percent from the yearearli figur the lithuanian brewer associ report cite the result from it member,the lithuanian beer market made up million liter in january a rise of percent from the yearearlier figure the lithuanian brewer association reporting citing the result from it member
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,cost cutting measures  which have produced around eurm of savings over the past nine months  have dampened the airline s loss  finnair said ,1,cost cut measur which have produc around eurm of save over the past nine month have dampen the airlin s loss finnair said,cost cutting measure which have produced around eurm of saving over the past nine month have dampened the airline s loss finnair said
$IACI http://stks.co/tJU Looks good on the weekly chart.,positive,iaci httpstkscotju looks good on the weekly chart,1,iaci httpstkscotju look good on the weekli chart,iaci httpstkscotju look good on the weekly chart
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,positive,viking line head jan kaarstroem told tt that his company s ferries were well equipped to handle ice and that all the passengers were safe ,1,vike line head jan kaarstroem told tt that hi compani s ferri were well equip to handl ice and that all the passeng were safe,viking line head jan kaarstroem told tt that his company s ferry were well equipped to handle ice and that all the passenger were safe
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,finnish investment group panostaja oyj said its net profit went up to  mln euro   mln in fiscal   ended october     from  mln euro   mln in the same period of fiscal  ,1,finnish invest group panostaja oyj said it net profit went up to mln euro mln in fiscal end octob from mln euro mln in the same period of fiscal,finnish investment group panostaja oyj said it net profit went up to mln euro mln in fiscal ended october from mln euro mln in the same period of fiscal
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,positive,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us,1,astrazeneca and daiichi sankyo to jointli commercialis movantik in the us,astrazeneca and daiichi sankyo to jointly commercialise movantik in the u
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,all the ferries had run into trouble just outside the stockholm archipelago  made up of more than  islands ,0,all the ferri had run into troubl just outsid the stockholm archipelago made up of more than island,all the ferry had run into trouble just outside the stockholm archipelago made up of more than island
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive,with this appointment kaupthing bank aims to further coordinate capital markets activities within the group and to improve the overall service to clients ,1,with thi appoint kaupth bank aim to further coordin capit market activ within the group and to improv the overal servic to client,with this appointment kaupthing bank aim to further coordinate capital market activity within the group and to improve the overall service to client
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative,spy tomorrow party time for the bears goog and msft ,0,spi tomorrow parti time for the bear goog and msft,spy tomorrow party time for the bear goog and msft
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative,operating profit excluding nonrecurring items decreased to eur  mn from eur  mn in   representing   of net sales ,0,oper profit exclud nonrecur item decreas to eur mn from eur mn in repres of net sale,operating profit excluding nonrecurring item decreased to eur mn from eur mn in representing of net sale
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,last year   million passengers flew the airline  down  percent from  ,0,last year million passeng flew the airlin down percent from,last year million passenger flew the airline down percent from
The insurer anticipates its share in Nordea 's net profit to be significant .,positive,the insurer anticipates its share in nordea s net profit to be significant ,1,the insur anticip it share in nordea s net profit to be signific,the insurer anticipates it share in nordea s net profit to be significant
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,adp news  feb     finnish printed circuit board pcb maker aspocomp group oyj hel  acgv said today it swung to a net profit of eur  usd  for  versus a net loss of eur  million,1,adp news feb finnish print circuit board pcb maker aspocomp group oyj hel acgv said today it swung to a net profit of eur usd for versu a net loss of eur million,adp news feb finnish printed circuit board pcb maker aspocomp group oyj hel acgv said today it swung to a net profit of eur usd for versus a net loss of eur million
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,operating profit totaled eur mn  up from eur mn in  ,1,oper profit total eur mn up from eur mn in,operating profit totaled eur mn up from eur mn in
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",positive,ceos of bpm ubi meet italy econ minister as ma talk heats up,1,ceo of bpm ubi meet itali econ minist as ma talk heat up,ceo of bpm ubi meet italy econ minister a ma talk heat up
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,it generated an operating loss of eur  mn  down from a profit of eur  mn ,0,it gener an oper loss of eur mn down from a profit of eur mn,it generated an operating loss of eur mn down from a profit of eur mn
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative, march   finnish electronics contract manufacturer scanfil oyj hel  scfv said today its plan to merge wholly owned scanfil ems group with ojalayhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal ,0,march finnish electron contract manufactur scanfil oyj hel scfv said today it plan to merg wholli own scanfil em group with ojalayhtyma oy ha hit a snag as sharehold of the domest rival reject the deal,march finnish electronics contract manufacturer scanfil oyj hel scfv said today it plan to merge wholly owned scanfil em group with ojalayhtyma oy ha hit a snag a shareholder of the domestic rival rejected the deal
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,nevertheless  its market share rose to  percent from  percent a year earlier ,1,nevertheless it market share rose to percent from percent a year earlier,nevertheless it market share rose to percent from percent a year earlier
`` Our design team has long admired Marimekko 's vivid patterns and colors .,positive, our design team has long admired marimekko s vivid patterns and colors ,1,our design team ha long admir marimekko s vivid pattern and color,our design team ha long admired marimekko s vivid pattern and color
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,ftse falls to month low on greek debt concerns easyjet skids,0,ftse fall to month low on greek debt concern easyjet skid,ftse fall to month low on greek debt concern easyjet skid
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,its market share widened to  percent from  percent a year earlier ,1,it market share widen to percent from percent a year earlier,it market share widened to percent from percent a year earlier
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,update astrazeneca boosts respiratory unit with  mln takeda deal,1,updat astrazeneca boost respiratori unit with mln takeda deal,update astrazeneca boost respiratory unit with mln takeda deal
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,net sales fell by   from the third quarter of  to eur  mn ,0,net sale fell by from the third quarter of to eur mn,net sale fell by from the third quarter of to eur mn
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,operating profit before nonrecurring items was eur  mn in the first nine months of   compared to eur  in the corresponding period in  ,0,oper profit befor nonrecur item wa eur mn in the first nine month of compar to eur in the correspond period in,operating profit before nonrecurring item wa eur mn in the first nine month of compared to eur in the corresponding period in
Do it for me' trend underpins UK sales growth at Kingfisher,positive,do it for me trend underpins uk sales growth at kingfisher,1,do it for me trend underpin uk sale growth at kingfish,do it for me trend underpins uk sale growth at kingfisher
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,food sales totalled eur  mn in october   representing a decrease of   from october  ,0,food sale total eur mn in octob repres a decreas of from octob,food sale totalled eur mn in october representing a decrease of from october
The fund at fair value will increase correspondingly .,positive,the fund at fair value will increase correspondingly ,1,the fund at fair valu will increas correspondingli,the fund at fair value will increase correspondingly
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive,finnish suominen corporation that specialises in wet wipes  nonwovens  and flexible packaging reports net sales of eur  mn in the second quarter of   up from eur  mn in the second quarter of  ,1,finnish suominen corpor that specialis in wet wipe nonwoven and flexibl packag report net sale of eur mn in the second quarter of up from eur mn in the second quarter of,finnish suominen corporation that specialises in wet wipe nonwovens and flexible packaging report net sale of eur mn in the second quarter of up from eur mn in the second quarter of
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,in september alone  the market declined by  percent yearonyear to  million liters ,0,in septemb alon the market declin by percent yearonyear to million liter,in september alone the market declined by percent yearonyear to million liter
This is the first time Finnair has been awarded an agreement with the UK government .,positive,this is the first time finnair has been awarded an agreement with the uk government ,1,thi is the first time finnair ha been award an agreement with the uk govern,this is the first time finnair ha been awarded an agreement with the uk government
expecting  $SPY to close above 205.20 $AAPL,positive,expecting  spy to close above  aapl,1,expect spi to close abov aapl,expecting spy to close above aapl
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,the company said that paper demand increased in all of its main markets  including of publication papers  and that it increased average paper prices by  percent compared with last year ,1,the compani said that paper demand increas in all of it main market includ of public paper and that it increas averag paper price by percent compar with last year,the company said that paper demand increased in all of it main market including of publication paper and that it increased average paper price by percent compared with last year
AstraZeneca suffers setback after drug fails to treat eye cancer,negative,astrazeneca suffers setback after drug fails to treat eye cancer,0,astrazeneca suffer setback after drug fail to treat eye cancer,astrazeneca suffers setback after drug fails to treat eye cancer
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive, the trend in the sports and leisure markets was favorable in the first months of the year ,1,the trend in the sport and leisur market wa favor in the first month of the year,the trend in the sport and leisure market wa favorable in the first month of the year
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,pretax profit totaled eur  mn  up from eur  mn ,1,pretax profit total eur mn up from eur mn,pretax profit totaled eur mn up from eur mn
Berkshire applies to boost Wells Fargo stake above 10 percent,positive,berkshire applies to boost wells fargo stake above  percent,1,berkshir appli to boost well fargo stake abov percent,berkshire applies to boost well fargo stake above percent
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,positive,starbucks digital strategy to drive significant growth with customer loyalty httpstcoqciiyo sbux,1,starbuck digit strategi to drive signific growth with custom loyalti httpstcoqciiyo sbux,starbucks digital strategy to drive significant growth with customer loyalty httpstcoqciiyo sbux
The mill has long traditions and holds an established position in the markets .,positive,the mill has long traditions and holds an established position in the markets ,1,the mill ha long tradit and hold an establish posit in the market,the mill ha long tradition and hold an established position in the market
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,lots of metal stocks look like a  run awaits long ssripaas and nem but most high quality names should go if metal prices cooperate,1,lot of metal stock look like a run await long ssripaa and nem but most high qualiti name should go if metal price cooper,lot of metal stock look like a run awaits long ssripaas and nem but most high quality name should go if metal price cooperate
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,endp  we saw a large order in this one last week someone also accumulating may  jun s calls today,1,endp we saw a larg order in thi one last week someon also accumul may jun s call today,endp we saw a large order in this one last week someone also accumulating may jun s call today
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,positive,thank you goog google alphabet and fb facebook stocks what a nice reversal,1,thank you goog googl alphabet and fb facebook stock what a nice revers,thank you goog google alphabet and fb facebook stock what a nice reversal
